index,Topic_0,Topic_1,Topic_2,Topic_3,signal,month,net_change
fun,6.136487644104355e-05,5.696854172985155e-05,0.0008403436538968734,0.000200281842886883,negative,01-2021,-2.0
mobile,6.136348728415017e-05,5.710195103163088e-05,5.457511726537476e-05,0.0021650094031151475,negative,01-2021,-2.0
certain,6.136099343018568e-05,0.0026520570996985625,0.0006143446679723044,0.0004445086647180077,negative,01-2021,-2.0
protocol,6.135860426013915e-05,5.829658391020213e-05,0.0006796447542069739,0.0012045749505520133,negative,01-2021,-2.0
toward,6.135743462593487e-05,5.8394267513275485e-05,5.5581430620455827e-05,0.0006385814372158909,negative,01-2021,-2.0
goal,6.135059816638589e-05,0.0012939684065819482,5.518186152126513e-05,0.0005787897967145011,negative,01-2021,-2.0
meet,6.134463422186376e-05,0.0003687449688387725,0.0008721195237108386,0.0006234956086858923,negative,01-2021,-2.0
negative,6.134004425838974e-05,5.627910866694103e-05,5.497779422640597e-05,0.003537892502365739,negative,01-2021,-2.0
grab,6.133743093611963e-05,0.0008838590498587326,5.5433314315362836e-05,0.00019100232044729688,negative,01-2021,-2.0
elevate,6.13333785417318e-05,5.79915881784514e-05,5.4541996181869666e-05,0.0007919101381278865,negative,01-2021,-2.0
reflect,6.133282917925343e-05,0.0011931667692145027,5.500694803299079e-05,0.001243630875197066,negative,01-2021,-2.0
possible,6.132769107569415e-05,0.002764790515014484,5.5474543237508225e-05,0.00023852081154214283,negative,01-2021,-2.0
room,6.132126611791009e-05,0.00039756957693366557,5.650209383533469e-05,0.0035044746792026495,negative,01-2021,-2.0
full,6.131915845207207e-05,0.001076617165591356,0.0008665576058982002,0.006190873619117479,negative,01-2021,-2.0
opening,6.131709350369519e-05,5.6419587447653066e-05,0.0023171859559427224,0.00028942062744344885,negative,01-2021,-2.0
sandwich,6.131400471600511e-05,0.0017426470663199779,5.4971998444274496e-05,3.0561477364282984e-05,negative,01-2021,-2.0
fee,6.131345460052648e-05,5.7925545063459494e-05,5.458855270764786e-05,0.0017070301547450182,negative,01-2021,-2.0
jump,6.131238479647753e-05,0.0007806663239885423,0.0009871908534997745,3.0700563644848576e-05,negative,01-2021,-2.0
translation,6.13003756957658e-05,5.624605895880021e-05,5.505654353078521e-05,0.0006400687194006941,negative,01-2021,-2.0
onboard,6.129682779328676e-05,5.661450474600616e-05,5.570279495544816e-05,0.0010970592391783321,negative,01-2021,-2.0
economy,6.129124942812389e-05,0.0007562262189296909,5.644691323359794e-05,0.0010222606631048307,negative,01-2021,-2.0
uncertainty,6.129063811134088e-05,0.002030632762740728,0.000357658226809926,0.0010776902394967038,negative,01-2021,-2.0
active,6.12897482055085e-05,0.0014615334961682422,5.540750134221081e-05,0.0007928523476169707,negative,01-2021,-2.0
comparable,6.12884567527864e-05,5.696407258215593e-05,5.459018566596049e-05,0.0032327303083947564,negative,01-2021,-2.0
onset,6.128657615555565e-05,5.624590711705302e-05,5.4520180415188777e-05,0.0007928925164810825,negative,01-2021,-2.0
limit,6.128585517187868e-05,0.00037006898854844675,5.6658393556564865e-05,0.0009265351909283408,negative,01-2021,-2.0
world,6.12838543782845e-05,0.008523132867428887,0.0021838415325363303,0.0008053651130514478,negative,01-2021,-2.0
entire,6.128277185843665e-05,0.0013244524094512716,0.0012780035788342475,3.064782021489109e-05,negative,01-2021,-2.0
indoor,6.127834966504921e-05,5.640660672711064e-05,5.452001192676415e-05,0.002623010115932304,negative,01-2021,-2.0
science,6.12768870057723e-05,0.0014614395484969032,5.47315199966081e-05,3.070438992999534e-05,negative,01-2021,-2.0
rob,6.127639559271386e-05,0.001192911391355235,0.0014057180982643739,3.0533889407924344e-05,negative,01-2021,-2.0
anybody,6.127097780760285e-05,0.0003373522221517656,0.0008720702064543309,3.051838917615873e-05,negative,01-2021,-2.0
arnold,6.126699366644209e-05,5.671852398204435e-05,0.002779596334129676,3.056816761413361e-05,negative,01-2021,-2.0
gras,6.126635822864359e-05,5.624573176638278e-05,0.0011443164794735664,3.0652478704233694e-05,negative,01-2021,-2.0
despite,6.126451975421039e-05,5.7608600367613806e-05,5.452048379532899e-05,0.0014022312141718225,negative,01-2021,-2.0
adjust,6.126253596602437e-05,5.624605146763687e-05,5.45203474654352e-05,0.0006403876745443917,negative,01-2021,-2.0
ever,6.126112302358765e-05,0.0010400969542219104,0.00177032618841998,0.0008245215100197432,negative,01-2021,-2.0
green,6.125975626569348e-05,5.85172500746053e-05,0.00034372325890821305,0.0007823837131325663,negative,01-2021,-2.0
safety,6.125844371649871e-05,6.167792398538796e-05,5.498913829627461e-05,0.0007896982981543727,negative,01-2021,-2.0
mcdonalds,6.125830089012412e-05,6.452877139322764e-05,5.4669745909982124e-05,0.0029235649346795968,negative,01-2021,-2.0
design,6.124873288536803e-05,0.0014610323077772042,5.472457578905655e-05,3.0943234647660485e-05,negative,01-2021,-2.0
limited,6.124572939647693e-05,0.0007340979467462309,0.0006137494877214527,0.0011800273964180082,negative,01-2021,-2.0
starbucks,6.124528101576213e-05,0.014291547039810509,5.4590425364766634e-05,0.003901369365418878,negative,01-2021,-2.0
generation,6.124418571565658e-05,0.0017423764358850812,5.537390825893004e-05,3.05183525839395e-05,negative,01-2021,-2.0
extraordinary,6.124269096780338e-05,0.0009625739568842161,0.0010838354500355416,3.052673708063333e-05,negative,01-2021,-2.0
quarterly,6.124040685128196e-05,5.852398199293938e-05,5.452051357949444e-05,0.0009441967046357188,negative,01-2021,-2.0
concession,6.124031664560373e-05,5.624595500539685e-05,0.0014170390869567583,3.0595685920003495e-05,negative,01-2021,-2.0
reopen,6.12310932072881e-05,5.7412671180444615e-05,5.49640089948794e-05,0.0007920392196984639,negative,01-2021,-2.0
differ,6.122925417750042e-05,0.001743136325379937,5.45200803212967e-05,3.059143357896812e-05,negative,01-2021,-2.0
successful,6.122509365642366e-05,5.784966879256206e-05,5.4520341916389725e-05,0.0009445701691040336,negative,01-2021,-2.0
milk,6.121702314185418e-05,0.0020245060181382705,5.451974533135372e-05,3.0520020268185065e-05,negative,01-2021,-2.0
window,6.121469939752313e-05,5.8076102025401485e-05,0.00032714066595444324,0.0004868899518591414,negative,01-2021,-2.0
premium,6.121200976636329e-05,0.0022557489662480526,0.001193011676970137,3.0718326715948064e-05,negative,01-2021,-2.0
leadership,6.120857569669851e-05,0.0053451911613299425,5.463857512930787e-05,0.00021227713052740263,negative,01-2021,-2.0
york,6.120852229039746e-05,5.631185496737493e-05,0.0016896542456778072,3.056627314037093e-05,negative,01-2021,-2.0
realize,6.120808726858538e-05,5.652870087602393e-05,0.0006437342184306045,0.0006156339649182575,negative,01-2021,-2.0
seating,6.120730581140711e-05,5.688863028970244e-05,5.471828455176417e-05,0.0027751900649001355,negative,01-2021,-2.0
productivity,6.120512826611813e-05,0.0034298280521844467,5.465026143683904e-05,3.089214473049433e-05,negative,01-2021,-2.0
eps,6.120292480153258e-05,5.624581835728837e-05,5.47773215571857e-05,0.0027755078428465764,negative,01-2021,-2.0
associate,6.120198051519771e-05,0.0006822559161842391,0.00021998104973056126,0.0005133751223605485,negative,01-2021,-2.0
adelson,6.120109340293492e-05,5.651689589632022e-05,0.001416976417654237,3.0503456382656465e-05,negative,01-2021,-2.0
create,6.118965105488157e-05,0.004330885081258149,5.461158786803049e-05,0.000609870776207769,negative,01-2021,-2.0
relation,6.118951725977036e-05,0.0017421179865508435,5.4617587543138805e-05,3.110905512770946e-05,negative,01-2021,-2.0
table,6.118878150365862e-05,5.6635370399901596e-05,0.0019618940679873085,3.0601109269574895e-05,negative,01-2021,-2.0
q2,6.11841847872564e-05,5.670113470720016e-05,5.568211878462356e-05,0.0020121805141440894,negative,01-2021,-2.0
october,6.118328156580377e-05,0.000351660356982923,5.478994513369754e-05,0.002767815989940132,negative,01-2021,-2.0
deploy,6.118147377489685e-05,0.0014607098221960223,5.518473658753441e-05,3.089435910732453e-05,negative,01-2021,-2.0
gaming,6.11767205764986e-05,5.651856832904698e-05,0.0016893177361743039,3.065837037625545e-05,negative,01-2021,-2.0
temporary,6.116986086991149e-05,5.6318954542798785e-05,5.523737005363569e-05,0.0007925100982375509,negative,01-2021,-2.0
infrastructure,6.11697537393405e-05,5.924332704631768e-05,5.5689083518250063e-05,0.0009431881659291516,negative,01-2021,-2.0
macao,6.116926078016406e-05,5.6415247109132304e-05,0.013683900118568827,3.056693741767423e-05,negative,01-2021,-2.0
unknown,6.115939370102395e-05,5.6246865854887697e-05,5.7189520861153766e-05,0.0006389455103115146,negative,01-2021,-2.0
retail,6.1153874129868e-05,5.828283509125505e-05,5.585978624834185e-05,0.0021637552045687797,negative,01-2021,-2.0
guest,6.114668792901212e-05,5.737588664873019e-05,0.0032052122096897203,0.006807911482937136,negative,01-2021,-2.0
campaign,6.114616688701893e-05,5.781691524550182e-05,5.452053375481625e-05,0.0007921106461675564,negative,01-2021,-2.0
sport,6.114504632019743e-05,5.719302134560435e-05,5.501174019137367e-05,0.0007921747354382431,negative,01-2021,-2.0
resume,6.114318005373399e-05,0.0006538486342895991,0.0026360233599155643,0.0002446685083712148,negative,01-2021,-2.0
liquidity,6.11334112463772e-05,5.6506797401629675e-05,0.004414799124194718,3.096543348129145e-05,negative,01-2021,-2.0
multiple,6.113182085695609e-05,5.9091472133646564e-05,0.0022316426342450877,3.089186907936294e-05,negative,01-2021,-2.0
aida,6.113073131899174e-05,5.6695551181409845e-05,0.0014165362715974645,3.0688068232469576e-05,negative,01-2021,-2.0
din,6.112961817256705e-05,5.636866680681387e-05,5.452028137915026e-05,0.0018605214803899856,negative,01-2021,-2.0
apron,6.112921721786418e-05,5.932244486206716e-05,5.466204262013746e-05,0.0006387067615944386,negative,01-2021,-2.0
costa,6.112821015204971e-05,5.651602028641855e-05,0.0022345638123162665,3.0656036117682297e-05,negative,01-2021,-2.0
source,6.112310100661173e-05,5.6246104649527274e-05,5.8887630309681524e-05,0.0009430474434910834,negative,01-2021,-2.0
season,6.111876038147501e-05,5.6712992018610834e-05,0.0010333079205526543,0.0007026483713487924,negative,01-2021,-2.0
carnival,6.11144793247562e-05,0.001019907128145547,0.0018457583087215345,3.075714206103968e-05,negative,01-2021,-2.0
matter,6.111436293764028e-05,0.0022719051948126515,0.00035991680128455867,3.056600343812851e-05,negative,01-2021,-2.0
communicate,6.1113510120793e-05,5.628283959936156e-05,5.7145007359302e-05,0.0007914905991899321,negative,01-2021,-2.0
pent,6.111308462208318e-05,5.6943955233995846e-05,0.002233871589762369,3.081882515685344e-05,negative,01-2021,-2.0
write,6.111253141335105e-05,5.811935843227082e-05,0.0014147187086854356,3.0941928721574594e-05,negative,01-2021,-2.0
conference,6.111020765304698e-05,0.00202361437256662,5.46025322829154e-05,3.10107666435851e-05,negative,01-2021,-2.0
optimistic,6.110901798461046e-05,0.0009694737660913467,5.452049158985085e-05,0.0007552631013126626,negative,01-2021,-2.0
announce,6.110445589510154e-05,0.0005574995335665347,5.4520223113905125e-05,0.000673656946873092,negative,01-2021,-2.0
weighted,6.10976982105515e-05,5.6344963670320335e-05,5.474761820479848e-05,0.0006402894388444463,negative,01-2021,-2.0
address,6.10974556526723e-05,0.001430906149355612,0.0009022985324387881,3.069556492196283e-05,negative,01-2021,-2.0
reality,6.109723543853923e-05,0.0014614739255216446,5.496704193648547e-05,3.064395682520772e-05,negative,01-2021,-2.0
president,6.109187509013161e-05,0.00399270520310071,5.486625816440941e-05,3.059785410218181e-05,negative,01-2021,-2.0
maximize,6.109009470908324e-05,0.002023503777744135,5.481250310704457e-05,3.096334210747927e-05,negative,01-2021,-2.0
optimize,6.109003867626365e-05,5.743371425460614e-05,0.0004563043081095134,0.0007200680275845098,negative,01-2021,-2.0
record,6.108815597885139e-05,0.0011860124387876774,5.494246164651677e-05,0.0018577363396531895,negative,01-2021,-2.0
importantly,6.108805176082987e-05,5.666297805913173e-05,5.555338858716142e-05,0.0006396709796810318,negative,01-2021,-2.0
balance,6.108583764956446e-05,0.002479688727532425,0.003701276482061799,3.114307296288873e-05,negative,01-2021,-2.0
premises,6.108467873724315e-05,5.6245674450584467e-05,5.464393429686337e-05,0.003843258756541352,negative,01-2021,-2.0
wilfred,6.107713337458447e-05,5.648557861920257e-05,0.001962313257957056,3.0503733534646106e-05,negative,01-2021,-2.0
impossible,6.106581852342275e-05,0.001180108691801773,5.4653373612127144e-05,3.091049684647872e-05,negative,01-2021,-2.0
honor,6.106401456757593e-05,0.0014613158978355003,5.530787910740018e-05,3.055560306231366e-05,negative,01-2021,-2.0
borrowing,6.104371727739186e-05,5.6245786294139216e-05,0.0014169607905979585,3.073805586088815e-05,negative,01-2021,-2.0
itinerary,6.103064713855145e-05,0.0014601071470523226,5.660240332757046e-05,3.0503577067550916e-05,negative,01-2021,-2.0
familiar,6.1021469658519775e-05,6.240055184164501e-05,5.523151690772111e-05,0.0006367727718033387,negative,01-2021,-2.0
strengthen,6.1020730745565846e-05,0.0007528208687153702,0.0006501529431931692,0.000844585237062823,negative,01-2021,-2.0
consecutive,6.102027035331295e-05,0.0006184065878452474,5.482991337490597e-05,0.0006404942915653332,negative,01-2021,-2.0
sheet,6.1018381630483926e-05,5.679616656245946e-05,0.003597404930790838,3.0642422365394086e-05,negative,01-2021,-2.0
wait,6.1018329225324016e-05,5.6399709367071776e-05,0.0019628269405698477,0.000335325777284476,negative,01-2021,-2.0
executive,6.101521266505841e-05,0.0031493005054559083,5.468620919892006e-05,3.058816490940271e-05,negative,01-2021,-2.0
health,6.101326490284178e-05,0.002154345602618938,5.46933413243937e-05,0.00041765954787653783,negative,01-2021,-2.0
act,6.100719221119383e-05,0.0017430714611525264,5.4707943122745614e-05,3.063272907354971e-05,negative,01-2021,-2.0
dividend,6.100455343564346e-05,0.0006449490579593072,0.002180108122852475,0.00019961244830670236,negative,01-2021,-2.0
answer,6.1000301633177676e-05,5.6511702476241126e-05,0.0022349550191982158,3.050356669762968e-05,negative,01-2021,-2.0
foreign,6.0998954204414025e-05,5.6259569042342636e-05,0.009321128658802885,3.1409969220011585e-05,negative,01-2021,-2.0
together,6.0995555203939214e-05,0.004714001963319199,0.0003765714650107871,0.00022205894641624664,negative,01-2021,-2.0
enhance,6.0993423983381e-05,0.0008247822796306579,0.0009639405173113952,0.00047749357869078334,negative,01-2021,-2.0
connection,6.0982866467080485e-05,0.0014618840095965196,5.458405813143264e-05,3.069311871235483e-05,negative,01-2021,-2.0
chinese,6.097831955801411e-05,5.73552451477245e-05,0.0035766716309448194,0.0001944761353345322,negative,01-2021,-2.0
family,6.097812532673665e-05,0.0015711348938285499,0.002129690009710919,3.0571923078236104e-05,negative,01-2021,-2.0
expenditure,6.096920771700328e-05,5.624572077360836e-05,0.0022345469196932153,3.0891718919919906e-05,negative,01-2021,-2.0
handcraft,6.096919275444449e-05,0.001181086322985272,5.4519828418637926e-05,3.0503416139052754e-05,negative,01-2021,-2.0
sand,6.096577198874214e-05,5.741355846350738e-05,0.002506647820084832,3.053821514631506e-05,negative,01-2021,-2.0
however,6.0965610860747534e-05,5.734053285228961e-05,0.00034341459842247065,0.0010883753258318734,negative,01-2021,-2.0
vega,6.0964551400875725e-05,5.6586513838350195e-05,0.00577864302355352,3.052903671487849e-05,negative,01-2021,-2.0
favorite,6.095809349654225e-05,5.797575448061521e-05,5.466058308242244e-05,0.0012495904825145878,negative,01-2021,-2.0
minus,6.095789112094429e-05,5.624646344154117e-05,0.00032620871692175203,0.0015561492427867297,negative,01-2021,-2.0
february,6.095690824815378e-05,0.0019051690476313788,5.4993626575523244e-05,0.00024762156937226104,negative,01-2021,-2.0
patrick,6.0955510770573645e-05,5.640578630668049e-05,0.0030528861543975576,3.050672147384727e-05,negative,01-2021,-2.0
commitment,6.095108684486639e-05,0.0016999903027015695,5.4520472954250795e-05,0.0005116799375207053,negative,01-2021,-2.0
vision,6.094158860813709e-05,0.0013032637457319673,5.5867476398954545e-05,0.0002685365254907494,negative,01-2021,-2.0
la,6.0930442041962585e-05,5.66226258401995e-05,0.005233437641495515,3.0531782642191767e-05,negative,01-2021,-2.0
refer,6.092834281364742e-05,0.0014622939596419416,5.4520455944078926e-05,3.053368630089075e-05,negative,01-2021,-2.0
moment,6.0927296597993834e-05,0.002305748175730427,5.456441409593942e-05,3.06315846680349e-05,negative,01-2021,-2.0
confidence,6.092664227042486e-05,0.00315193785708694,5.5421132162310735e-05,0.0004863411700503294,negative,01-2021,-2.0
fourth,6.091004579257585e-05,5.693055161783323e-05,0.0038880564478839144,0.0013931733898236054,negative,01-2021,-2.0
language,6.0904737747465825e-05,5.6249449366448636e-05,0.007687253047283211,3.0504568623109483e-05,negative,01-2021,-2.0
loss,6.090167517432359e-05,0.00034515083779065463,0.0008612719058183378,3.251553817252132e-05,negative,01-2021,-2.0
afternoon,6.090163275380523e-05,0.0014593379493488524,5.6927975649304726e-05,3.08031988092073e-05,negative,01-2021,-2.0
